region,location,latitude,longitude,area,murder_count,rape_count,gangrape_count,robbery_count,theft_count,assault_count,sexual_harassment_count,total_crime,crime_density,source_file,source_type,is_synthetic
Gurgaon,Sector-106,-26.4912117,29.2335299,6.382085846,7,23,7,32,558,9,29,665,104.1979089668,gurgaon.csv,dummy,True
Gurgaon,Sector-107,33.6716082,61.9813913,3.595100765,10,10,9,37,847,57,7,977,271.7587249602,gurgaon.csv,dummy,True
Gurgaon,Sector-108,50.5032152,14.2856356,7.549268636,6,5,2,58,407,39,26,543,71.9274973751,gurgaon.csv,dummy,True
Gurgaon,Sector-109,38.8974019,-77.0262531,2.104885138,7,30,9,80,516,49,27,718,341.1112497484,gurgaon.csv,dummy,True
Gurgaon,Sector-11,-21.1393418,-175.204947,5.612624371,6,18,8,39,254,30,6,361,64.3192874024,gurgaon.csv,dummy,True
Gurgaon,Sector-110,47.2495437,107.5408308,6.899512388,0,9,6,45,311,33,12,416,60.2941159615,gurgaon.csv,dummy,True
Gurgaon,Sector-110 A,49.3420066,18.2596537,1.337085168,4,20,2,28,694,55,20,823,615.5180086479,gurgaon.csv,dummy,True
Gurgaon,Sector-111,28.3740107,121.3749642,4.962465926,8,29,4,7,198,37,21,304,61.2598664723,gurgaon.csv,dummy,True
Gurgaon,Sector-112,36.6425079,127.4954241,2.829362056,4,19,1,64,471,9,7,575,203.2260236122,gurgaon.csv,dummy,True
Gurgaon,Sector-113,32.165,108.8822222,4.654252272,9,28,3,17,363,24,22,466,100.1234941225,gurgaon.csv,dummy,True
Gurgaon,Sector-114,40.4501529,-7.9700042,5.981274351,1,20,2,24,282,10,3,342,57.1784505994,gurgaon.csv,dummy,True
Gurgaon,Sector-115,44.1498975,-81.0202533,4.122551485,5,26,9,48,545,45,1,679,164.7038254029,gurgaon.csv,dummy,True
Gurgaon,Sector-12,-6.927607,107.663944,6.674211531,7,10,1,12,517,49,25,621,93.0446985559,gurgaon.csv,dummy,True
Gurgaon,Sector-12 A,52.2795871,104.3213093,5.72830778,8,25,1,35,169,10,17,265,46.2614807335,gurgaon.csv,dummy,True
Gurgaon,Sector-13,50.0588756,23.9736471,4.694099949,8,24,3,27,184,15,16,277,59.0102475468,gurgaon.csv,dummy,True
Gurgaon,Sector-14,14.4819896,120.9807211,5.762756117,7,27,4,46,732,44,30,890,154.4399905064,gurgaon.csv,dummy,True
Gurgaon,Sector-15,-8.0936589,112.1107297,1.625465402,4,26,6,71,501,8,14,630,387.5813039298,gurgaon.csv,dummy,True
Gurgaon,Sector-16,-9.7732,123.8661,5.538089822,0,30,5,18,291,11,15,370,66.8100395429,gurgaon.csv,dummy,True
Gurgaon,Sector-17,0.663325,103.4569571,7.61098321,3,3,8,46,127,14,19,220,28.9055952339,gurgaon.csv,dummy,True
Gurgaon,Sector-18,64.0971015,26.330507,7.345033838,0,4,6,37,853,7,4,911,124.0293809522,gurgaon.csv,dummy,True
Gurgaon,Sector-19,24.018269,114.987268,6.860424589,1,18,10,26,121,39,21,236,34.4002032146,gurgaon.csv,dummy,True
Gurgaon,Sector-2,29.86548,116.328879,2.685631896,4,19,10,3,204,57,22,319,118.7802395686,gurgaon.csv,dummy,True
Gurgaon,Sector-20,-3.7836515,136.7865516,3.126496986,9,13,8,12,317,11,25,395,126.339478902,gurgaon.csv,dummy,True
Gurgaon,Sector-21,30.674362,107.803911,1.457798245,3,11,4,55,177,24,23,297,203.7318956986,gurgaon.csv,dummy,True
Gurgaon,Sector-22,36.15,-96.0,5.263074233,4,26,7,5,449,33,14,538,102.2216248874,gurgaon.csv,dummy,True
Gurgaon,Sector-23,38.7360496,-9.1418159,2.821314318,8,28,5,44,214,46,9,354,125.4734354629,gurgaon.csv,dummy,True
Gurgaon,Sector-23 A,30.63963,114.385538,2.915982872,6,26,5,62,790,46,25,960,329.2200407685,gurgaon.csv,dummy,True
Gurgaon,Sector-24,13.2375414,-14.1959978,5.418632324,3,3,6,22,225,13,15,287,52.9653947416,gurgaon.csv,dummy,True
Gurgaon,Sector-25,15.04538,120.671684,5.613004916,2,7,1,1,254,17,11,293,52.2002037028,gurgaon.csv,dummy,True
Gurgaon,Sector-26,32.08543,35.33005,2.339920923,2,12,1,5,853,15,27,915,391.0388556323,gurgaon.csv,dummy,True
Gurgaon,Sector-26 A,-21.4261129,-45.9481612,1.748313269,9,10,2,24,792,38,4,879,502.7703075792,gurgaon.csv,dummy,True
Gurgaon,Sector-27,37.2374847,-121.8277925,4.458296556,4,3,7,59,458,39,14,584,130.9917347723,gurgaon.csv,dummy,True
Gurgaon,Sector-28,36.995188,110.613177,3.931410948,9,24,8,48,875,6,10,980,249.2743732371,gurgaon.csv,dummy,True
Gurgaon,Sector-29,53.3582341,-6.4496384,2.282098403,6,23,10,61,868,56,14,1038,454.8445407242,gurgaon.csv,dummy,True
Gurgaon,Sector-3,45.19045,33.366867,5.054476212,2,28,3,20,637,59,5,754,149.1747054245,gurgaon.csv,dummy,True
Gurgaon,Sector-3 A,33.6450129,133.4789243,5.848318682,8,27,10,60,725,22,17,869,148.589713942,gurgaon.csv,dummy,True
Gurgaon,Sector-30,30.574474,103.923651,4.33835809,9,4,3,68,510,54,21,669,154.2058046204,gurgaon.csv,dummy,True
Gurgaon,Sector-31,23.7247599,108.8076195,1.019896534,7,21,9,28,588,9,19,681,667.7147899789,gurgaon.csv,dummy,True
Gurgaon,Sector-32,25.052896,101.53771,6.827895589,10,7,3,62,674,24,17,797,116.7270339172,gurgaon.csv,dummy,True
Gurgaon,Sector-33,31.036218,120.921726,4.123501614,10,22,7,68,833,55,29,1024,248.3326298511,gurgaon.csv,dummy,True
Gurgaon,Sector-34,48.819324,2.394771,6.459414042,8,14,8,48,719,54,11,862,133.4486370428,gurgaon.csv,dummy,True
Gurgaon,Sector-35,53.0662784,19.2876039,7.918823826,4,18,6,32,388,57,23,528,66.6765685917,gurgaon.csv,dummy,True
Gurgaon,Sector-36,51.954075,85.800614,2.135441517,4,24,7,43,893,11,26,1008,472.0335312278,gurgaon.csv,dummy,True
Gurgaon,Sector-37,3.033069,29.5397706,2.934297982,6,23,7,58,545,54,20,713,242.9882733021,gurgaon.csv,dummy,True
Gurgaon,Sector-37 A,34.995728,104.655337,2.380456015,8,23,8,50,104,33,7,233,97.8804054903,gurgaon.csv,dummy,True
Gurgaon,Sector-37 B,-8.2795949,112.0327329,1.515503622,3,7,9,69,826,1,14,929,612.9975451817,gurgaon.csv,dummy,True
Gurgaon,Sector-37 C,28.845441,121.131229,5.206424149,7,15,6,19,326,15,13,401,77.0202327978,gurgaon.csv,dummy,True
Gurgaon,Sector-37 D,-8.4508069,122.9860159,1.403377516,10,30,9,5,637,59,20,770,548.6763121264,gurgaon.csv,dummy,True
Gurgaon,Sector-38,32.9536923,-96.816156,1.224005948,6,27,1,43,639,18,11,745,608.6571729633,gurgaon.csv,dummy,True
Gurgaon,Sector-39,55.6411722,37.8060214,6.909044863,1,19,8,60,621,57,27,793,114.7770807289,gurgaon.csv,dummy,True
Gurgaon,Sector-4,37.540419,120.787999,1.512043567,7,30,3,23,763,43,16,885,585.3005953763,gurgaon.csv,dummy,True
Gurgaon,Sector-40,-7.5173045,110.5933862,7.818259022,0,5,2,71,477,54,11,620,79.301542486,gurgaon.csv,dummy,True
Gurgaon,Sector-41,53.543617,49.2636336,6.202846213,9,25,2,42,146,52,30,306,49.3321919474,gurgaon.csv,dummy,True
Gurgaon,Sector-42,-43.2744697,-65.3109259,5.82689578,6,30,3,24,259,21,25,368,63.1554113707,gurgaon.csv,dummy,True
Gurgaon,Sector-43,14.2524816,100.7323332,7.147905808,10,14,3,22,884,1,1,935,130.8075435121,gurgaon.csv,dummy,True
Gurgaon,Sector-44,-34.4765431,-58.7226377,7.171369542,3,25,7,55,392,60,12,554,77.2516318892,gurgaon.csv,dummy,True
Gurgaon,Sector-45,19.4805668,-99.2058279,2.815214072,1,29,1,56,865,32,20,1004,356.6336251249,gurgaon.csv,dummy,True
Gurgaon,Sector-46,7.9187344,125.3297787,1.56602023,2,21,10,71,630,26,23,783,499.9935409519,gurgaon.csv,dummy,True
Gurgaon,Sector-47,57.5384659,25.4263618,1.698230367,5,23,9,73,105,48,13,276,162.5221202984,gurgaon.csv,dummy,True
Gurgaon,Sector-48,60.0018505,30.2871797,2.264558659,3,7,4,41,626,48,21,750,331.1903610972,gurgaon.csv,dummy,True
Gurgaon,Sector-49,-8.4699,121.2227,4.048621409,2,7,10,69,544,51,14,697,172.1573665669,gurgaon.csv,dummy,True
Gurgaon,Sector-50,38.2924675,23.9199305,4.498065638,8,4,10,75,427,46,28,598,132.9460368359,gurgaon.csv,dummy,True
Gurgaon,Sector-51,11.0978809,-2.0959429,3.467889183,7,25,8,24,784,52,14,914,263.5609016806,gurgaon.csv,dummy,True
Gurgaon,Sector-52,-27.5059385,-58.8089892,4.059418015,2,11,8,52,717,33,22,845,208.1579174349,gurgaon.csv,dummy,True
Gurgaon,Sector-52 A,-38.0033365,-57.5430848,5.272543993,2,24,5,67,546,25,5,674,127.8320296416,gurgaon.csv,dummy,True
Gurgaon,Sector-53,28.408233,112.932334,7.823151096,0,30,7,80,886,20,14,1037,132.5552820436,gurgaon.csv,dummy,True
Gurgaon,Sector-54,52.7456843,23.586422,2.242679501,8,10,6,12,124,24,4,188,83.8282955349,gurgaon.csv,dummy,True
Gurgaon,Sector-55,-13.5066591,-71.9927391,1.724292774,4,21,9,12,206,38,18,308,178.6239579752,gurgaon.csv,dummy,True
Gurgaon,Sector-56,31.364902,108.249509,6.130067933,9,5,5,61,567,16,11,674,109.9498418886,gurgaon.csv,dummy,True
Gurgaon,Sector-57,30.779444,120.00922,7.59887229,4,20,1,37,681,40,5,788,103.6995977728,gurgaon.csv,dummy,True
Gurgaon,Sector-58,40.9837776,-7.6593048,4.436655614,2,19,8,56,387,37,27,536,120.8117209523,gurgaon.csv,dummy,True
Gurgaon,Sector-59,-27.6849439,-52.2337184,2.892049496,5,16,1,40,819,44,14,939,324.683239792,gurgaon.csv,dummy,True
Gurgaon,Sector-6,39.073815,117.166453,7.529767426,3,30,3,6,682,20,9,753,100.0030887275,gurgaon.csv,dummy,True
Gurgaon,Sector-60,51.63343,-111.90181,1.608773198,10,4,8,34,428,11,5,500,310.7958291583,gurgaon.csv,dummy,True
Gurgaon,Sector-61,-16.4962793,-68.1372784,2.76196176,0,21,2,63,271,10,3,370,133.9627526197,gurgaon.csv,dummy,True
Gurgaon,Sector-62,56.5789712,85.1026739,2.360586948,9,21,4,58,210,30,13,345,146.1500921592,gurgaon.csv,dummy,True
Gurgaon,Sector-63,35.556017,118.45146,5.342810912,10,7,3,39,330,36,7,432,80.8563146095,gurgaon.csv,dummy,True
Gurgaon,Sector-64,28.074649,119.141473,7.979333767,0,24,1,6,120,49,12,212,26.5686341981,gurgaon.csv,dummy,True
Gurgaon,Sector-65,29.117096,110.479191,4.981469955,5,24,9,21,577,42,24,702,140.9222591608,gurgaon.csv,dummy,True
Gurgaon,Sector-66,39.1140535,-94.7743365,7.843536346,6,10,2,28,321,14,28,409,52.1448466556,gurgaon.csv,dummy,True
Gurgaon,Sector-67,6.0312787,7.5626411,6.720597906,1,11,4,23,562,10,10,621,92.4024928564,gurgaon.csv,dummy,True
Gurgaon,Sector-68,33.23203,35.75572,4.255745559,3,27,4,43,169,7,14,267,62.7387131816,gurgaon.csv,dummy,True
Gurgaon,Sector-69,0.7250599,33.3037143,5.938848148,3,24,3,42,186,27,2,287,48.3258694022,gurgaon.csv,dummy,True
Gurgaon,Sector-7,48.8809869,2.2760839,4.045053489,9,28,3,61,706,45,10,862,213.0997778754,gurgaon.csv,dummy,True
Gurgaon,Sector-70,31.87022,35.12682,3.880239451,0,26,8,60,247,29,25,395,101.7978413415,gurgaon.csv,dummy,True
Gurgaon,Sector-70 A,34.8100067,67.8212104,4.947076709,9,25,7,30,826,38,13,948,191.6283202715,gurgaon.csv,dummy,True
Gurgaon,Sector-71,-6.511,106.0243,5.452734759,10,10,9,47,761,49,7,893,163.7710322377,gurgaon.csv,dummy,True
Gurgaon,Sector-72,-9.563558,119.2472527,5.823035452,7,2,7,78,222,14,25,355,60.9647670749,gurgaon.csv,dummy,True
Gurgaon,Sector-73,31.2122278,-9.7093341,5.116167445,5,28,9,6,767,52,9,876,171.221917464,gurgaon.csv,dummy,True
Gurgaon,Sector-74 A,-31.5534831,-63.5362339,2.180124046,1,1,3,11,335,34,18,403,184.8518669107,gurgaon.csv,dummy,True
Gurgaon,Sector-75,-6.289662,106.755605,1.271336986,4,15,5,23,804,34,23,908,714.2087503148,gurgaon.csv,dummy,True
Gurgaon,Sector-76,-8.504043,117.428497,7.286021182,8,9,2,54,302,3,24,402,55.1741464866,gurgaon.csv,dummy,True
Gurgaon,Sector-77,35.2866986,36.7415432,4.252735834,10,12,10,66,281,49,20,448,105.3439521022,gurgaon.csv,dummy,True
Gurgaon,Sector-78,27.417467,107.257538,3.022598276,6,18,8,59,174,27,21,313,103.5532913802,gurgaon.csv,dummy,True
Gurgaon,Sector-79,8.3331847,123.8426301,6.001288832,7,15,9,34,841,33,19,958,159.6323767808,gurgaon.csv,dummy,True
Gurgaon,Sector-8,30.274084,120.15507,3.425919812,8,29,7,44,729,33,13,863,251.9031522504,gurgaon.csv,dummy,True
Gurgaon,Sector-80,-8.2711545,114.9605861,5.219672143,0,3,6,7,270,17,5,308,59.0075375545,gurgaon.csv,dummy,True
Gurgaon,Sector-81,39.871981,116.686439,4.006094496,2,16,3,5,337,60,14,437,109.0837973084,gurgaon.csv,dummy,True
Gurgaon,Sector-81 A,23.219932,102.835223,2.065893222,6,25,10,39,278,44,15,417,201.8497352909,gurgaon.csv,dummy,True
Gurgaon,Sector-82,-23.2245912,-52.7670021,1.757604736,0,16,7,2,623,4,16,668,380.0626991483,gurgaon.csv,dummy,True
Gurgaon,Sector-82 A,1.7488388,40.058633,4.129775374,6,8,6,54,627,25,16,742,179.6707890389,gurgaon.csv,dummy,True
Gurgaon,Sector-83,59.3673245,17.8425299,2.286646538,2,24,6,74,697,35,24,862,376.9712483653,gurgaon.csv,dummy,True
Gurgaon,Sector-84,49.5604375,13.1979079,3.231379361,6,6,1,23,559,52,4,651,201.4619539436,gurgaon.csv,dummy,True
Gurgaon,Sector-85,-12.7073296,-38.3231594,5.187511046,0,7,3,2,850,24,10,896,172.7225237797,gurgaon.csv,dummy,True
Gurgaon,Sector-86,-7.3966297,111.5498112,2.291469582,6,26,4,52,896,54,26,1064,464.3308418135,gurgaon.csv,dummy,True
Gurgaon,Sector-87,40.4742778,49.8255553,5.558821693,1,4,7,45,245,18,2,322,57.9259450623,gurgaon.csv,dummy,True
Gurgaon,Sector-88,55.6613674,37.4429397,3.782861853,5,14,4,55,307,43,2,430,113.6705533296,gurgaon.csv,dummy,True
Gurgaon,Sector-88 A,47.7557543,39.9363328,5.966056928,0,3,3,27,393,1,24,451,75.5943172254,gurgaon.csv,dummy,True
Gurgaon,Sector-88 B,41.6548062,-8.4907289,7.149048382,8,22,10,75,164,18,25,322,45.0409596906,gurgaon.csv,dummy,True
Gurgaon,Sector-89,35.3077846,51.7308724,6.142642077,6,19,10,40,608,6,6,695,113.1434961191,gurgaon.csv,dummy,True
Gurgaon,Sector-89 A,52.5017027,73.0947195,4.026778163,7,1,10,1,851,21,2,893,221.7653826092,gurgaon.csv,dummy,True
Gurgaon,Sector-9,-11.9019296,-76.6658165,5.283867905,6,25,10,10,645,41,7,744,140.8059424226,gurgaon.csv,dummy,True
Gurgaon,Sector-91,26.695419,101.841707,5.43470002,0,28,5,35,820,7,25,920,169.2825724721,gurgaon.csv,dummy,True
Gurgaon,Sector-92,40.2406662,-8.0733581,4.948443465,2,4,7,6,236,51,26,332,67.0918041902,gurgaon.csv,dummy,True
Gurgaon,Sector-93,51.068668,22.9614463,1.354649729,9,24,10,12,470,60,18,603,445.1335183488,gurgaon.csv,dummy,True
Gurgaon,Sector-94,5.13151,-1.2794744,3.780517505,10,10,9,58,186,14,15,302,79.8832433921,gurgaon.csv,dummy,True
Gurgaon,Sector-95,1.30198,124.913399,7.763400561,9,30,9,4,437,24,22,535,68.913100103,gurgaon.csv,dummy,True
Gurgaon,Sector-95 A,59.49639,34.67222,4.562264349,2,3,5,71,289,24,24,418,91.621170547,gurgaon.csv,dummy,True
Gurgaon,Sector-95 B,52.3608501,22.6229733,2.07261522,8,4,9,31,546,12,16,626,302.0338719697,gurgaon.csv,dummy,True
Gurgaon,Sector-96,48.0545898,24.2128943,2.054835625,9,14,2,26,358,1,18,428,208.2891666821,gurgaon.csv,dummy,True
Gurgaon,Sector-97,43.6121586,3.8626074,6.58504153,2,5,8,62,296,34,4,411,62.4141849566,gurgaon.csv,dummy,True
Gurgaon,Sector-98,48.6541216,22.3433482,2.724236749,0,13,4,21,667,28,20,753,276.4076948439,gurgaon.csv,dummy,True
Gurgaon,Sector-99,-7.7001724,-79.4338188,7.806690297,8,11,5,9,828,49,10,920,117.8476364502,gurgaon.csv,dummy,True
Gurgaon,Sector-99 A,34.931466,109.449831,2.077960585,4,20,6,57,467,24,18,596,286.819684792,gurgaon.csv,dummy,True
Gurgaon,Shivpuri,30.3312397,120.1534039,3.274389012,5,20,7,15,250,31,14,342,104.4469666697,gurgaon.csv,dummy,True
Gurgaon,Sohna,-2.5398781,14.7550108,4.941748808,9,15,2,9,431,43,20,529,107.0471245207,gurgaon.csv,dummy,True
Gurgaon,Sohna Road,-15.741151,-43.0280584,5.868391816,2,23,2,10,638,30,1,706,120.3055321008,gurgaon.csv,dummy,True
Gurgaon,Sohna Sector-2,33.888718,104.549972,4.335966034,2,28,10,9,672,41,2,764,176.2006422581,gurgaon.csv,dummy,True
Gurgaon,Sohna Sector-6,6.76716,80.9435092,4.83413183,5,29,8,7,270,42,19,380,78.6077031747,gurgaon.csv,dummy,True
Gurgaon,South City,16.7646627,-93.1569465,2.988405186,2,11,4,27,866,1,17,928,310.5335261589,gurgaon.csv,dummy,True
Gurgaon,Sultanpur,14.295795,120.9905117,2.410855162,8,10,2,56,754,6,22,858,355.8903137459,gurgaon.csv,dummy,True
Gurgaon,Sushant Lok I,27.353091,118.015602,1.218673289,7,1,10,5,206,50,26,305,250.2721629767,gurgaon.csv,dummy,True
Gurgaon,Sushant Lok Ph. 2,-5.9007717,-76.1129048,7.807270356,10,29,8,68,867,39,30,1051,134.618112615,gurgaon.csv,dummy,True
Gurgaon,Sushant Lok Ph. 3,-33.863927,151.201887,2.562711885,6,11,3,18,811,5,9,863,336.7526427966,gurgaon.csv,dummy,True
